,n,token,lemma,pos
6095,50,ὁ,ὁ,l-s---mn-
6096,51,Κῦρος,Κῦρος,n-s---mn-
6097,52,·,·,u--------
6098,53,ἔτι,ἔτι,d--------
6099,54,οὖν,οὖν,g--------
6100,55,ἂν,ἀνά,r--------
6101,56,γένοιο,γίγνομαι,v2saom---
6102,57,τῷ,ὁ,l-s---md-
6103,58,ἐμῷ,ἐμός,a-s---md-
6104,59,ἀδελφῷ,ἀδελφός,n-s---md-
6105,60,πολέμιος,πολέμιος,a-s---mn-
6106,61,",",",",u--------
6107,62,ἐμοὶ,,p1s---fd-
6108,63,δὲ,δέ,g--------
6109,64,φίλος,φίλος,a-s---mn-
6110,65,καὶ,καί,d--------
6111,66,πιστός,πιστός2,a-s---mn-
6112,67,;,;,u--------
6113,68,ὁ,ὁ,l-s---mn-
6114,69,δὲ,δέ,g--------
6115,70,ἀπεκρίνατο,ἀποκρίνω,v3saim---
6116,71,ὅτι,ὅτι2,c--------
6117,72,οὐδʼ,οὐδέ,d--------
6118,73,εἰ,εἰ,c--------
6119,74,γενοίμην,γίγνομαι,v1saom---
6120,75,",",",",u--------
6121,76,ὦ,ὦ,i--------
6122,77,Κῦρε,Κῦρος,n-s---mv-
6123,78,",",",",u--------
6124,79,σοί,,p-s---md-
6125,80,γʼ,,l--------
6126,81,ἄν,ἄν,g--------
6127,82,ποτε,ποτε,g--------
6128,83,ἔτι,ἔτι,d--------
6129,84,δόξαιμι,δοκέω,v1saoa---
6130,85,.,.,u--------
6131,1,πρὸς,πρός,r--------
6132,2,ταῦτα,οὗτος,a-p---na-
6133,3,Κῦρος,Κῦρος,n-s---mn-
6134,4,εἶπε,λέγω,v3saia---
6135,5,τοῖς,ὁ,l-p---md-
6136,6,παροῦσιν,πάρειμι,v-pppamd-
6137,7,·,·,u--------
6138,8,ὁ,ὁ,p-s---mn-
6139,9,μὲν,μέν,g--------
6140,10,ἀνὴρ,ἀνήρ,n-s---mn-
6141,11,τοιαῦτα,τοιοῦτος,p-p---na-
6142,12,μὲν,μέν,g--------
6143,13,πεποίηκε,ποιέω,v3sria---
6144,14,",",",",u--------
6145,15,τοιαῦτα,τοιοῦτος,a-p---na-
6146,16,δὲ,δέ,g--------
6147,17,λέγει,λέγω,v3spia---
6148,18,·,·,u--------
6149,19,ὑμῶν,ὑμός,p-p---mg-
6150,20,δὲ,δέ,g--------
6151,21,σὺ,,p-s---mn-
6152,22,πρῶτος,πρῶτος,a-s---mn-
6153,23,",",",",u--------
6154,24,ὦ,ὦ,i--------
6155,25,Κλέαρχε,Κλέαρχος,n-s---mv-
6156,26,",",",",u--------
6157,27,ἀπόφηναι,,v--pna---
6158,28,γνώμην,γνώμη,n-s---fa-
6159,29,ὅ,ὅς,p-s---na-
6160,30,τι,,a-s---na-
6161,31,σοι,σύ,p-s----d-
6162,32,δοκεῖ,δοκέω,v3spia---
6163,33,.,.,u--------
6164,34,Κλέαρχος,Κλέαρχος,n-s---mn-
6165,35,δὲ,δέ,g--------
6166,36,εἶπε,λέγω,v3saia---
6167,37,τάδε,ὅδε,p-p---na-
6168,38,.,.,u--------
6169,39,συμβουλεύω,συμβουλεύω,v1spia---
6170,40,ἐγὼ,,p-s---mn-
6171,41,τὸν,ὁ,l-s---ma-
6172,42,ἄνδρα,ἀνήρ,n-s---ma-
6173,43,τοῦτον,οὗτος,a-s---ma-
6174,44,ἐκποδὼν,ἐκποδών,d--------
6175,45,ποιεῖσθαι,ποιέω,v--pne---
6176,46,ὡς,ὡς,c--------
6177,47,τάχιστα,ταχύς,a-p---na-
6178,48,",",",",u--------
6179,49,ὡς,ὡς,c--------
6180,50,μηκέτι,μηκέτι,d--------
6181,51,δέῃ,δεῖ,v3spsa---
6182,52,τοῦτον,οὗτος,p-s---ma-
6183,53,φυλάττεσθαι,φυλάσσω,v--pne---
6184,54,",",",",u--------
6185,55,ἀλλὰ,ἀλλά,c--------
6186,56,σχολὴ,σχολή,n-s---fn-
6187,57,ᾖ,εἰμί,v3spsa---
6188,58,ἡμῖν,,p-p---md-
6189,59,",",",",u--------
6190,60,τὸ,ὅς,p-s---na-
6191,61,κατὰ,κατά,r--------
6192,62,τοῦτον,οὗτος,p-s---ma-
6193,63,εἶναι,εἰμί,v--pna---
6194,64,",",",",u--------
6195,65,τοὺς,ὁ,l-p---ma-
6196,66,ἐθελοντὰς,,l-p---fa-
6197,67,τούτους,οὗτος,p-p---ma-
6198,68,εὖ,εὖ,d--------
6199,69,ποιεῖν,ποιέω,v--pna---
6200,70,.,.,u--------
6201,1,ταύτῃ,οὗτος,d--------
6202,2,δὲ,δέ,g--------
6203,3,τῇ,ὅς,d--------
6204,4,γνώμῃ,γνώμη,n-s---fd-
6205,5,ἔφη,φημί,v3siia---
6206,6,καὶ,καί,d--------
6207,7,τοὺς,ὁ,l-p---ma-
6208,8,ἄλλους,ἄλλος,a-p---ma-
6209,9,προσθέσθαι,προστίθημι,v--ane---
6210,10,.,.,u--------
6211,11,μετὰ,μετά,r--------
6212,12,ταῦτα,οὗτος,p-p---na-
6213,13,",",",",u--------
6214,14,ἔφη,φημί,v3siia---
6215,15,",",",",u--------
6216,16,κελεύοντος,κελεύω,v-sppamg-
6217,17,Κύρου,Κῦρος,n-s---mg-
6218,18,ἔλαβον,λαμβάνω,v3paia---
6219,19,τῆς,ὁ,l-s---fg-
6220,20,ζώνης,ζώνη,n-s---fg-
6221,21,τὸν,ὁ,l-s---ma-
6222,22,Ὀρόνταν,Ὀρόντης,n-s---ma-
6223,23,ἐπὶ,ἐπί,r--------
6224,24,θανάτῳ,θάνατος,n-s---md-
6225,25,ἅπαντες,ἅπας,a-p---mn-
6226,26,ἀναστάντες,ἀνίστημι,v-papamn-
6227,27,καὶ,καί,d--------
6228,28,οἱ,ὁ,l-p---mn-
6229,29,συγγενεῖς,,n-p---mn-
6230,30,·,·,u--------
6231,31,εἶτα,εἶτα,d--------
6232,32,δʼ,δέ,g--------
6233,33,ἐξῆγον,ἐξάγω,v3piia---
6234,34,αὐτὸν,αὐτός,p-s---ma-
6235,35,οἷς,ὅς2,p-p---md-
6236,36,προσετάχθη,προστάσσω,v3saip---
6237,37,.,.,u--------
6238,38,ἐπεὶ,ἐπεί,c--------
6239,39,δὲ,δέ,g--------
6240,40,εἶδον,ὁράω,v1saia---
6241,41,αὐτὸν,αὐτός,a-s---ma-
6242,42,οἵπερ,,c--------
6243,43,πρόσθεν,πρόσθεν,d--------
6244,44,προσεκύνουν,προσκυνέω,v3piia---
6245,45,",",",",u--------
6246,46,καὶ,καί,d--------
6247,47,τότε,τότε,d--------
6248,48,προσεκύνησαν,προσκυνέω,v3paia---
6249,49,",",",",u--------
6250,50,καίπερ,καίπερ,d--------
6251,51,εἰδότες,οἶδα,v-prpamn-
6252,52,ὅτι,ὅτι2,c--------
6253,53,ἐπὶ,ἐπί,r--------
6254,54,θάνατον,θάνατος,n-s---ma-
6255,55,ἄγοιτο,ἄγω,v3spoe---
6256,56,.,.,u--------
6257,1,ἐπεὶ,ἐπεί,c--------
6258,2,δὲ,δέ,g--------
6259,3,εἰς,εἰς,r--------
6260,4,τὴν,ὁ,l-s---fa-
6261,5,Ἀρταπάτου,Ἀρταπάτης,n-s---mg-
6262,6,σκηνὴν,σκηνή,n-s---fa-
6263,7,εἰσήχθη,εἰσάγω,v3saip---
6264,8,",",",",u--------
6265,9,τοῦ,ὁ,l-s---mg-
6266,10,πιστοτάτου,,n-s---mg-
6267,11,τῶν,ὁ,l-p---mg-
6268,12,Κύρου,Κῦρος,n-s---mg-
6269,13,σκηπτούχων,,v-sppamn-
6270,14,",",",",u--------
6271,15,μετὰ,μετά,r--------
6272,16,ταῦτα,οὗτος,p-p---na-
6273,17,οὔτε,οὔτε,d--------
6274,18,ζῶντα,ζήω,v-sppama-
6275,19,Ὀρόνταν,Ὀρόντης,n-s---ma-
6276,20,οὔτε,οὔτε,c--------
6277,21,τεθνηκότα,ἀποθνῄσκω,v-srpama-
6278,22,οὐδεὶς,οὐδείς,a-s---mn-
6279,23,εἶδε,ὁράω,v3saia---
6280,24,πώποτε,πώποτε,d--------
6281,25,",",",",u--------
6282,26,οὐδὲ,οὐδέ,c--------
6283,27,ὅπως,ὅπως,d--------
6284,28,ἀπέθανεν,ἀποθνῄσκω,v3saia---
6285,29,οὐδεὶς,,p-s---mn-
6286,30,εἰδὼς,οἶδα,v-srpamn-
6287,31,ἔλεγεν,λέγω,v3siia---
6288,32,·,·,u--------
6289,33,εἴκαζον,εἰκάζω,v3piia---
6290,34,δὲ,δέ,g--------
6291,35,ἄλλοι,ἄλλος,a-p---mn-
6292,36,ἄλλως,ἄλλος,d--------
6293,37,·,·,u--------
6294,38,τάφος,τάφος2,n-s---nn-
6295,39,δὲ,δέ,g--------
6296,40,οὐδεὶς,,p-s---mn-
6297,41,πώποτε,πώποτε,d--------
6298,42,αὐτοῦ,αὐτός,d--------
6299,43,ἐφάνη,φαίνω,v3saip---
6300,44,.,.,u--------
6301,1,ἐντεῦθεν,ἐντεῦθεν,d--------
6302,2,ἐξελαύνει,ἐξελαύνω,v3spia---
6303,3,διὰ,διά,r--------
6304,4,τῆς,ὁ,l-s---fg-
6305,5,Βαβυλωνίας,,n-s---fg-
6306,6,σταθμοὺς,σταθμός,n-p---ma-
6307,7,τρεῖς,,m--------
6308,8,παρασάγγας,,n-p---fa-
6309,9,δώδεκα,δώδεκα,m--------
6310,10,.,.,u--------
6311,11,ἐν,ἐν,r--------
6312,12,δὲ,δέ,g--------
6313,13,τῷ,τῷ,d--------
6314,14,τρίτῳ,τρίτος,a-s---md-
6315,15,σταθμῷ,σταθμός,n-s---md-
6316,16,Κῦρος,Κῦρος,n-s---mn-
6317,17,ἐξέτασιν,ἐξέτασις,n-s---fa-
6318,18,ποιεῖται,ποιέω,v3spie---
6319,19,τῶν,ὁ,l-p---mg-
6320,20,Ἑλλήνων,Ἕλλην,n-p---mg-
6321,21,καὶ,καί,d--------
6322,22,τῶν,ὁ,l-p---mg-
6323,23,βαρβάρων,,n-p---mg-
6324,24,ἐν,ἐν,r--------
6325,25,τῷ,ὁ,l-s---nd-
6326,26,πεδίῳ,πεδίον,n-s---nd-
6327,27,περὶ,περί,r--------
6328,28,μέσας,μέσος,a-p---fa-
6329,29,νύκτας,νύξ,n-p---fa-
6330,30,·,·,u--------
6331,31,ἐδόκει,δοκέω,v3siia---
6332,32,γὰρ,γάρ,g--------
6333,33,εἰς,εἰς,r--------
6334,34,τὴν,ὁ,l-s---fa-
6335,35,ἐπιοῦσαν,,v-sapafa-
6336,36,ἕω,,p-s---ma-
6337,37,ἥξειν,ἥκω,v--fna---
6338,38,βασιλέα,βασιλεύς,n-s---ma-
6339,39,σὺν,σύν,r--------
6340,40,τῷ,ὁ,l-s---nd-
6341,41,στρατεύματι,στράτευμα,n-s---nd-
6342,42,μαχούμενον,,v-sppema-
6343,43,·,·,u--------
6344,44,καὶ,καί,d--------
6345,45,ἐκέλευε,κελεύω,v3siia---
6346,46,Κλέαρχον,Κλέαρχος,n-s---ma-
6347,47,μὲν,μέν,g--------
6348,48,τοῦ,ὁ,l-s---mg-
6349,49,δεξιοῦ,,n-s---mg-
6350,50,κέρως,κέρας,n-s---ng-
6351,51,ἡγεῖσθαι,,v--pne---
6352,52,",",",",u--------
6353,53,Μένωνα,Μένων,n-s---ma-
6354,54,δὲ,δέ,g--------
6355,55,τὸν,ὁ,l-s---ma-
6356,56,Θετταλὸν,Θεσσαλός,n-s---ma-
6357,57,τοῦ,ὁ,l-s---mg-
6358,58,εὐωνύμου,εὐώνυμος,a-s---mg-
6359,59,",",",",u--------
6360,60,αὐτὸς,αὐτός,a-s---mn-
6361,61,δὲ,δέ,g--------
6362,62,τοὺς,ὁ,l-p---ma-
6363,63,ἑαυτοῦ,ἑαυτοῦ,p-s---mg-
6364,64,διέταξε,διατάσσω,v3saia---
6365,65,.,.,u--------
6366,1,μετὰ,μετά,r--------
6367,2,δὲ,δέ,g--------
6368,3,τὴν,ὁ,l-s---fa-
6369,4,ἐξέτασιν,ἐξέτασις,n-s---fa-
6370,5,ἅμα,ἅμα,r--------
6371,6,τῇ,ὁ,l-s---fd-
6372,7,ἐπιούσῃ,ἔπειμι2,v-sppafd-
6373,8,ἡμέρᾳ,ἡμέρα,n-s---fd-
6374,9,ἥκοντες,ἥκω,v-pppamn-
6375,10,αὐτόμολοι,αὐτόμολος,a-p---mn-
6376,11,παρὰ,παρά,r--------
6377,12,μεγάλου,μέγας,a-s---mg-
6378,13,βασιλέως,βασιλεύς,n-s---mg-
6379,14,ἀπήγγελλον,ἀπαγγέλλω,v3piia---
6380,15,Κύρῳ,Κῦρος,n-s---md-
6381,16,περὶ,περί,r--------
6382,17,τῆς,ὁ,l-s---fg-
6383,18,βασιλέως,βασιλεύς,n-s---mg-
6384,19,στρατιᾶς,στρατιά,n-s---fg-
6385,20,.,.,u--------
6386,21,Κῦρος,Κῦρος,n-s---mn-
6387,22,δὲ,δέ,g--------
6388,23,συγκαλέσας,συγκαλέω,v-sapamn-
6389,24,τοὺς,ὁ,l-p---ma-
6390,25,στρατηγοὺς,στρατηγός,n-p---ma-
6391,26,καὶ,καί,d--------
6392,27,λοχαγοὺς,λοχαγός,n-p---ma-
6393,28,τῶν,ὁ,l-p---mg-
6394,29,Ἑλλήνων,Ἕλλην,n-p---mg-
6395,30,συνεβουλεύετό,,v3piie---
6396,31,τε,τε,c--------
6397,32,πῶς,πως,d--------
6398,33,ἂν,ἄν,g--------
6399,34,τὴν,ὁ,l-s---fa-
6400,35,μάχην,μάχη,n-s---fa-
6401,36,ποιοῖτο,ποιέω,v3spoe---
6402,37,καὶ,καί,d--------
6403,38,αὐτὸς,αὐτός,a-s---mn-
6404,39,παρῄνει,παραινέω,v3siia---
6405,40,θαρρύνων,θαρσύνω,v-sppamn-
6406,41,τοιάδε,τοιόσδε,p-p---na-
6407,42,.,.,u--------
6408,1,ὦ,ὦ,i--------
6409,2,ἄνδρες,ἀνήρ,n-p---mv-
6410,3,Ἕλληνες,Ἕλλην,n-p---mn-
6411,4,",",",",u--------
6412,5,οὐκ,οὐ,d--------
6413,6,ἀνθρώπων,ἄνθρωπος,n-p---mg-
6414,7,ἀπορῶν,ἄπορος,a-p---mg-
6415,8,βαρβάρων,,n-p---mg-
6416,9,συμμάχους,σύμμαχος,a-p---ma-
6417,10,ὑμᾶς,,p2p---ma-
6418,11,ἄγω,ἄγω,v1spsa---
6419,12,",",",",u--------
6420,13,ἀλλὰ,ἀλλά,c--------
6421,14,νομίζων,νομίζω,v-sppamn-
6422,15,ἀμείνονας,ἀμείνων,a-p---mac
6423,16,καὶ,καί,d--------
6424,17,κρείττους,κρείσσων,a-p---mac
6425,18,πολλῶν,πολύς,a-p---mg-
6426,19,βαρβάρων,,n-p---mg-
6427,20,ὑμᾶς,,p-p---ma-
6428,21,εἶναι,εἰμί,v--pna---
6429,22,",",",",u--------
6430,23,διὰ,διά,r--------
6431,24,τοῦτο,οὗτος,p-s---na-
6432,25,προσέλαβον,προσλαμβάνω,v3paia---
6433,26,.,.,u--------
6434,27,ὅπως,ὅπως,c--------
6435,28,οὖν,οὖν,g--------
6436,29,ἔσεσθε,εἰμί,v2pfim---
6437,30,ἄνδρες,ἀνήρ,n-p---mn-
6438,31,ἄξιοι,ἄξιος,a-p---mn-
6439,32,τῆς,ὁ,l-s---fg-
6440,33,ἐλευθερίας,ἐλευθερία,n-s---fg-
6441,34,ἧς,ὅς2,p-s---fg-
6442,35,κέκτησθε,,v2pasm---
6443,36,καὶ,καί,d--------
6444,37,ἧς,ὅς2,p-s---fg-
6445,38,ὑμᾶς,,p-p---ma-
6446,39,ἐγὼ,,p-s---fn-
6447,40,εὐδαιμονίζω,εὐδαιμονίζω,v1spia---
6448,41,.,.,u--------
6449,42,εὖ,εὖ,d--------
6450,43,γὰρ,γάρ,g--------
6451,44,ἴστε,οἶδα,v2pria---
6452,45,ὅτι,ὅτι2,c--------
6453,46,τὴν,ὁ,l-s---fa-
6454,47,ἐλευθερίαν,ἐλευθερία,n-s---fa-
6455,48,ἑλοίμην,αἱρέω,v1saom---
6456,49,ἂν,ἐάν,c--------
6457,50,ἀντὶ,ἀντί,r--------
6458,51,ὧν,ὅς2,p-p---ng-
6459,52,ἔχω,ἔχω,v1spia---
6460,53,πάντων,πᾶς,a-p---mg-
6461,54,καὶ,καί,d--------
6462,55,ἄλλων,ἄλλος,a-p---mg-
6463,56,πολλαπλασίων,πολλαπλασίων,a-s---mn-
6464,57,.,.,u--------
6465,1,ὅπως,ὅπως,c--------
6466,2,δὲ,δέ,g--------
6467,3,καὶ,καί,d--------
6468,4,εἰδῆτε,,v2pfia---
6469,5,εἰς,εἰς,r--------
6470,6,οἷον,οἷος,a-s---na-
6471,7,ἔρχεσθε,ἔρχομαι,v2ppme---
6472,8,ἀγῶνα,ἀγών,n-s---ma-
6473,9,",",",",u--------
6474,10,ὑμᾶς,,p-p---ma-
6475,11,εἰδὼς,οἶδα,v-srpamn-
6476,12,διδάξω,διδάσκω,v1sfia---
6477,13,.,.,u--------
6478,14,τὸ,ὁ,l-s---nn-
6479,15,μὲν,μέν,g--------
6480,16,γὰρ,γάρ,g--------
6481,17,πλῆθος,πλῆθος,n-s---nn-
6482,18,πολὺ,πολύς,a-s---nn-
6483,19,καὶ,καί,d--------
6484,20,κραυγῇ,κραυγή,n-s---fd-
6485,21,πολλῇ,πολύς,a-s---fd-
6486,22,ἐπίασιν,ἔπειμι2,v3ppia---
6487,23,·,·,u--------
6488,24,ἂν,ἀνά,r--------
6489,25,δὲ,δέ,g--------
6490,26,ταῦτα,οὗτος,p-p---na-
6491,27,ἀνάσχησθε,,v3sasp---
6492,28,",",",",u--------
6493,29,τὰ,ὁ,l-p---na-
6494,30,ἄλλα,ἄλλος,a-p---na-
6495,31,καὶ,καί,d--------
6496,32,αἰσχύνεσθαί,αἰσχύνω,v--pne---
6497,33,μοι,,p-s---md-
6498,34,δοκῶ,δοκέω,v1spia---
6499,35,οἵους,οἷος,a-p---ma-
6500,36,ἡμῖν,ἐγώ,p1p---md-
6501,37,γνώσεσθε,γιγνώσκω,v2pfim---
6502,38,τοὺς,ὁ,l-p---ma-
6503,39,ἐν,ἐν,r--------
6504,40,τῇ,ὁ,l-s---fd-
6505,41,χώρᾳ,χώρα,n-s---fd-
6506,42,ὄντας,εἰμί,v-pppama-
6507,43,ἀνθρώπους,ἄνθρωπος,n-p---ma-
6508,44,.,.,u--------
6509,45,ὑμῶν,ὑμός,p-p---mg-
6510,46,δὲ,δέ,g--------
6511,47,ἀνδρῶν,ἀνήρ,n-p---mg-
6512,48,ὄντων,εἰμί,v-pppamg-
6513,49,καὶ,καί,c--------
6514,50,εὖ,εὖ,d--------
6515,51,τῶν,ὁ,l-p---mg-
6516,52,ἐμῶν,ἐμός,a-p---mg-
6517,53,γενομένων,γίγνομαι,v-papmmg-
6518,54,",",",",u--------
6519,55,ἐγὼ,,p-s---mn-
6520,56,ὑμῶν,ὑμός,p-p---mg-
6521,57,τὸν,ὅς,p-s---ma-
6522,58,μὲν,μέν,g--------
6523,59,οἴκαδε,οἴκαδε,d--------
6524,60,βουλόμενον,,v-sppema-
6525,61,ἀπιέναι,ἀφίημι,v--pna---
6526,62,τοῖς,ὁ,l-p---md-
6527,63,οἴκοι,οἶκος,d--------
6528,64,ζηλωτὸν,,n-s---ma-
6529,65,ποιήσω,ποιέω,v1sfia---
6530,66,ἀπελθεῖν,ἀπέρχομαι,v--ana---
6531,67,",",",",u--------
6532,68,πολλοὺς,πολύς,a-p---ma-
6533,69,δὲ,δέ,g--------
6534,70,οἶμαι,οἴομαι,v1spie---
6535,71,ποιήσειν,ποιέω,v--fna---
6536,72,τὰ,ὁ,l-p---na-
6537,73,παρʼ,,d--------
6538,74,ἐμοὶ,,p-s---md-
6539,75,ἑλέσθαι,αἱρέω,v--anm---
6540,76,ἀντὶ,ἀντί,r--------
6541,77,τῶν,ὅς,p-p---ng-
6542,78,οἴκοι,οἶκος,d--------
6543,79,.,.,u--------
6544,1,ἐνταῦθα,ἐνταῦθα,d--------
6545,2,Γαυλίτης,,n-s---fg-
6546,3,παρών,πάρειμι,v-sppamn-
6547,4,",",",",u--------
6548,5,φυγὰς,,n-s---mn-
6549,6,Σάμιος,,n-s---mn-
6550,7,",",",",u--------
6551,8,πιστὸς,πιστός2,a-s---mn-
6552,9,δὲ,δέ,g--------
6553,10,Κύρῳ,Κῦρος,n-s---md-
6554,11,",",",",u--------
6555,12,εἶπεν,λέγω,v3saia---
6556,13,·,·,u--------
6557,14,καὶ,καί,d--------
6558,15,μήν,μήν,g--------
6559,16,",",",",u--------
6560,17,ὦ,ὦ,i--------
6561,18,Κῦρε,Κῦρος,n-s---mv-
6562,19,",",",",u--------
6563,20,λέγουσί,λέγω,v3ppia---
6564,21,τινες,τις,p-p---mn-
6565,22,ὅτι,ὅτι2,c--------
6566,23,πολλὰ,πολύς,a-p---na-
6567,24,ὑπισχνῇ,ὑπισχνέομαι,v2spie---
6568,25,νῦν,νῦν,d--------
6569,26,διὰ,διά,r--------
6570,27,τὸ,ὁ,l-s---na-
6571,28,ἐν,ἐν,r--------
6572,29,τοιούτῳ,τοιοῦτος,a-s---md-
6573,30,εἶναι,εἰμί,v--pna---
6574,31,τοῦ,ὁ,l-s---mg-
6575,32,κινδύνου,κίνδυνος,n-s---mg-
6576,33,προσιόντος,πρόσειμι2,v-sppamg-
6577,34,",",",",u--------
6578,35,ἂν,ἐάν,c--------
6579,36,δὲ,δέ,g--------
6580,37,εὖ,εὖ,d--------
6581,38,γένηταί,γίγνομαι,v3sasm---
6582,39,τι,τις,p-s---na-
6583,40,",",",",u--------
6584,41,οὐ,οὐ,d--------
6585,42,μεμνήσεσθαί,,v--rne---
6586,43,σέ,σύ,p-s----a-
6587,44,φασιν,φημί,v3ppia---
6588,45,·,·,u--------
6589,46,ἔνιοι,ἔνιοι,a-p---mn-
6590,47,δὲ,δέ,g--------
6591,48,οὐδʼ,οὐδέ,d--------
6592,49,εἰ,εἰ,c--------
6593,50,μεμνῇό,,p1s---fa-
6594,51,τε,τε,d--------
6595,52,καὶ,καί,c--------
6596,53,βούλοιο,,n-s---mg-
6597,54,δύνασθαι,δύναμαι,v--pne---
6598,55,ἂν,ἐάν,c--------
6599,56,ἀποδοῦναι,ἀποδίδωμι,v--ana---
6600,57,ὅσα,ὅσος,a-p---na-
6601,58,ὑπισχνῇ,ὑπισχνέομαι,v2spie---
6602,59,.,.,u--------
6603,1,ἀκούσας,,v-sppamn-
6604,2,ταῦτα,οὗτος,p-p---na-
6605,3,ἔλεξεν,λέγω,v3saia---
6606,4,ὁ,ὁ,l-s---mn-
6607,5,Κῦρος,Κῦρος,n-s---mn-
6608,6,·,·,u--------
6609,7,ἀλλʼ,,d--------
6610,8,ἔστι,εἰμί,v3spia---
6611,9,μὲν,μέν,g--------
6612,10,ἡμῖν,,p-p---md-
6613,11,",",",",u--------
6614,12,ὦ,ὦ,i--------
6615,13,ἄνδρες,ἀνήρ,n-p---mv-
6616,14,",",",",u--------
6617,15,ἀρχὴ,ἀρχή,n-s---fn-
6618,16,πατρῴα,πατρῷος,a-p---na-
6619,17,πρὸς,πρός,r--------
6620,18,μὲν,μέν,g--------
6621,19,μεσημβρίαν,μεσημβρία,n-s---fa-
6622,20,μέχρι,μέχρι,r--------
6623,21,οὗ,οὗ,d--------
6624,22,διὰ,διά,r--------
6625,23,καῦμα,καῦμα,n-s---nn-
6626,24,οὐ,οὐ,d--------
6627,25,δύνανται,δύναμαι,v3ppie---
6628,26,οἰκεῖν,οἰκέω,v--pna---
6629,27,ἄνθρωποι,ἄνθρωπος,n-p---mn-
6630,28,",",",",u--------
6631,29,πρὸς,πρός,r--------
6632,30,δὲ,δέ,g--------
6633,31,ἄρκτον,ἄρκτος,n-s---fa-
6634,32,μέχρι,μέχρι,r--------
6635,33,οὗ,οὗ,d--------
6636,34,διὰ,διά,r--------
6637,35,χειμῶνα,χειμών,n-s---ma-
6638,36,·,·,u--------
6639,37,τὰ,ὁ,l-p---nn-
6640,38,δʼ,δέ,g--------
6641,39,ἐν,ἐν,r--------
6642,40,μέσῳ,μέσος,a-s---nd-
6643,41,τούτων,οὗτος,p-p---ng-
6644,42,πάντα,,a-s---na-
6645,43,σατραπεύουσιν,σατραπεύω,v3ppia---
6646,44,οἱ,ὁ,l-p---mn-
6647,45,τοῦ,ὁ,l-s---ng-
6648,46,ἐμοῦ,ἐγώ,p1s---mg-
6649,47,ἀδελφοῦ,ἀδελφός,n-s---mg-
6650,48,φίλοι,φίλος,a-p---mv-
6651,49,.,.,u--------
6652,1,ἢν,ἐάν,c--------
6653,2,δʼ,δέ,g--------
6654,3,ἡμεῖς,,p-p---mn-
6655,4,νικήσωμεν,νικάω,v1pasa---
6656,5,",",",",u--------
6657,6,ἡμᾶς,ἐγώ,p1p---ma-
6658,7,δεῖ,δεῖ,v3spia---
6659,8,τοὺς,ὁ,l-p---ma-
6660,9,ἡμετέρους,ἡμέτερος,a-p---ma-
6661,10,φίλους,,n-p---ma-
6662,11,τούτων,οὗτος,p-p---ng-
6663,12,ἐγκρατεῖς,ἐγκρατής,a-p---mn-
6664,13,ποιῆσαι,ποιέω,v--ana---
6665,14,.,.,u--------
6666,15,ὥστε,ὥστε,c--------
6667,16,οὐ,οὐ,d--------
6668,17,τοῦτο,οὗτος,p-s---na-
6669,18,δέδοικα,δείδω,v1sria---
6670,19,",",",",u--------
6671,20,μὴ,μή,c--------
6672,21,οὐκ,οὐ,d--------
6673,22,ἔχω,ἔχω,v1spia---
6674,23,ὅ,ὅς,p-s---na-
6675,24,τι,τις,p-s---na-
6676,25,δῶ,δῶμα,n-s---na-
6677,26,ἑκάστῳ,ἕκαστος,a-s---md-
6678,27,τῶν,ὁ,l-p---mg-
6679,28,φίλων,φίλος,a-p---mg-
6680,29,",",",",u--------
6681,30,ἂν,ἄν,g--------
6682,31,εὖ,εὖ,d--------
6683,32,γένηται,γίγνομαι,v3sasm---
6684,33,",",",",u--------
6685,34,ἀλλὰ,ἀλλά,c--------
6686,35,μὴ,μή,d--------
6687,36,οὐκ,οὐ,d--------
